drug_name,drug_id,drug_target,target_pathway,feature_name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,log_max_conc_tested,log_max_conc_tested_2,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,tissue_pval,msi_pval,fdr,tissue_type,screening set
Sunitinib,5,PDGFR, KIT, VEGFR, FLT3, RET, CSF1R,RTK signaling,cnaBRCA18,5,7,.26038241248473265,3.1831712600476636,3.5555734729559911,,,.64299649293245187,-.37240221290832753,1.0708121724857815,1.626270098986548,.66601544371876908,,,96.770256727491343,BRCA,GDSC1
Sunitinib,5,PDGFR, KIT, VEGFR, FLT3, RET, CSF1R,RTK signaling,cnaBRCA22,3,9,.06838635626319936,3.3263678160872465,3.4250852402965015,,,.93676612738718079,-.098717424209255,1.8140702037354317,1.3349132353672652,.92032457211495411,,,96.770256727491343,BRCA,GDSC1
Sunitinib,5,PDGFR, KIT, VEGFR, FLT3, RET, CSF1R,RTK signaling,cnaBRCA26,3,9,.62174757479211795,4.0463837824308122,3.1850799181819793,,,.50984513304237622,.86130386424883287,1.8299717763234067,1.2496415252940414,.3729853887089668,,,85.498559250226194,BRCA,GDSC1
Sunitinib,5,PDGFR, KIT, VEGFR, FLT3, RET, CSF1R,RTK signaling,cnaBRCA27,3,9,.62174757479211795,4.0463837824308122,3.1850799181819793,,,.50984513304237622,.86130386424883287,1.8299717763234067,1.2496415252940414,.3729853887089668,,,85.498559250226194,BRCA,GDSC1
Sunitinib,5,PDGFR, KIT, VEGFR, FLT3, RET, CSF1R,RTK signaling,cnaBRCA31,3,9,.61312380701544889,4.0381272031329551,3.1878321112812653,,,.51750363061592963,.85029509185168983,1.8440859787261457,1.2465710269498806,.37938741700562295,,,85.498559250226194,BRCA,GDSC1
Sunitinib,5,PDGFR, KIT, VEGFR, FLT3, RET, CSF1R,RTK signaling,cnaBRCA32,3,9,1.31450027440123,4.6086590662657878,2.9976548235703211,,,.051630210723717519,1.6110042426954667,.84328748535095144,1.303735217778917,.076920386801169527,,,85.498559250226194,BRCA,GDSC1
Sunitinib,5,PDGFR, KIT, VEGFR, FLT3, RET, CSF1R,RTK signaling,cnaBRCA33,4,8,.079367650585057181,3.3240503475481695,3.4385836525921971,,,.89391115112068298,-.11453330504402759,1.2676610875696546,1.5120326815844856,.89944739405084351,,,96.770256727491343,BRCA,GDSC1
Sunitinib,5,PDGFR, KIT, VEGFR, FLT3, RET, CSF1R,RTK signaling,cnaBRCA62,4,8,.52497684330657846,2.9125383705160708,3.6443396411082469,,,.48378779785401571,-.73180127059217615,1.7154356988648003,1.2307563029901449,.4113623877750045,,,85.498559250226194,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,PIK3CA_mut,4,10,.62614562484232483,3.2888947260066081,2.7868684276168287,,,.23289478570628094,.50202629838977941,.5598326106573619,.86755279534812135,.31072285282032253,,,81.475713198755443,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,TP53_mut,9,5,1.6656425152258942,3.3080407200916739,2.2503793398739314,,,.01462646881479306,1.0576613802177426,.64522486682789781,.61399942689327713,.011353430900951617,,,20.436175621712909,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA13,4,10,.1235486178312655,2.8564542120507359,2.9598446331991779,,,.8695239205543086,-.10339042114844199,1.0888691417979439,.73384115151985985,.83807975872694607,,,94.283972856781432,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA14,6,8,.16105206477690553,3.0071742012226657,2.8726522466073412,,,.78918343131679203,.13452195461532446,1.0570966065921648,.63074163342626388,.77064298906530326,,,94.283972856781432,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA15,6,8,.35510899786036382,3.0974396604616392,2.8049531521781113,,,.57209343819458092,.29248650828352796,1.1189417126255126,.5183343879364789,.52325028687904229,,,94.283972856781432,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA16,3,11,.89742877284870481,3.4795963632929632,2.7804976445741669,,,.34937167215885517,.69909871871879625,.9960105180708112,.7278772979669742,.19341001571044147,,,81.475713198755443,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA17,4,10,.3306754845022809,3.1257938539068832,2.8521087764567192,,,.40541682042024985,.27368507745016402,.19807403431920453,.94882647802942943,.58648000850709048,,,94.283972856781432,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA18,6,8,.13946778933391907,2.9969334037380855,2.8803328447207761,,,.77462885361043787,.11660055901730937,.26199584119832947,1.0720029517625576,.8005943688150905,,,94.283972856781432,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA22,4,10,.27277808374652679,3.0922236846632392,2.8655368441541769,,,.71851120237435151,.22668684050906229,1.0803319168392203,.7292297508833212,.65298691773029771,,,94.283972856781432,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA26,4,10,.74776763768958454,3.3509618378965809,2.76204158286084,,,.31686483583125552,.58892025503574086,.94045041991750489,.72952646331976145,.23024631879170113,,,81.475713198755443,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA27,3,11,1.1726755234809454,3.6157136929694857,2.7433747364805692,,,.24746587134361855,.87233895648891657,.95189769402875068,.69485317679858649,.096965354467727444,,,81.475713198755443,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA31,4,10,.82504438606487707,3.3886185043009909,2.7469789162990756,,,.2673626449111231,.64163958800191523,.90833201977508493,.72897678843383884,.18842299934224138,,,81.475713198755443,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA32,5,9,.38451809401179232,3.133553082508687,2.8173886408501434,,,.45137418563733767,.31616444165854363,.598553259694795,.91376907149853492,.50369660268276362,,,94.283972856781432,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA33,5,9,.13858017588686747,2.8558087452896119,2.9716910504162963,,,.76409751618260391,-.1158823051266844,.42204634132198743,.97970014777670622,.80798530031611882,,,94.283972856781432,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA36,3,11,.68030774244196768,3.3593522476076925,2.8132914943065135,,,.21565622549404673,.54606075330117898,.51089666953054891,.84907396604172014,.31684999577293782,,,81.475713198755443,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA39,3,11,.08151159384889721,2.9839620817868728,2.9156706304394642,,,.86885274870207219,.06829145134740866,.50509371955260229,.88954610947585344,.90248110082525845,,,95.556822440321483,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA62,5,9,.0046142120941363336,2.9278177122926672,2.9316860687479314,,,.9942551223748165,-.0038683564552641769,1.0182925742851012,.7319859999633086,.99353546825843131,,,99.353546825843125,BRCA,GDSC1
PHA-665752,6,MET,RTK signaling,cnaBRCA63,3,11,.33386320925413965,3.1478551107313133,2.8709725316364345,,,.74651923825201072,.27688257909487879,1.2671781807398901,.71006803929808626,.61754885822206274,,,94.283972856781432,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,PIK3CA_mut,4,10,.10638888586571496,.41461471768644392,.58995534651383763,,,.87684953144188971,-.17534062882739371,1.9052159861329319,1.5529781665602911,.86028693901180531,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,TP53_mut,9,5,.047656336053003172,.51177775509698997,.59040250800224869,,,.92686577752639654,-.078624752905258721,1.7968710899214142,1.3070213795027268,.93332031910273783,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA13,4,10,.66896153962682536,1.2895076296670915,.23999818172157869,,,.15752919843957977,1.0495094479455129,.83733077785700316,1.7458722628672381,.28025322071221442,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA14,6,8,.57063922982940063,.025131120748173252,.9259032014243892,,,.3665119587592553,-.90077208067621595,2.086106182827379,1.0784877456261657,.31149388254706822,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA15,6,8,.063817668979563591,.47971004221894359,.58496901032131132,,,.91461955367660253,-.10525896810236773,2.0395408784701234,1.30090264445113,.90789001132016456,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA16,3,11,.26326709779369689,.87893285710900371,.44738306950519474,,,.81774055268031742,.43154978760380897,2.8096270074642007,1.2828119361510835,.69318117361788645,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA17,4,10,.16507385442234301,.7338200312216453,.46227322109975716,,,.77653630771201609,.27154681012188814,1.4879744141165181,1.694113103449491,.78497555460478552,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA18,6,8,.18780838862521995,.36363191736924633,.6720276039585843,,,.72598830842740214,-.30839568658933797,1.4408369655744808,1.7718801741327064,.73404895495659639,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA22,4,10,.23721042591934197,.8176288065930104,.42874971095121117,,,.7598828782331204,.38887909564179923,2.2058112649039652,1.4005621284976006,.69549799628774345,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA26,4,10,.32699544136885189,.92050755976713117,.38759820968156278,,,.68162932333936843,.53290935008556839,2.2508754749401527,1.3610587176556965,.59060062741322683,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA27,3,11,.16628325649728445,.75489229373164302,.48121231406265674,,,.88007100654574799,.27367997966898627,2.7267361638901835,1.328018206029469,.80281873728138975,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA31,4,10,.54286939151576641,1.1584609446327119,.29241685573533049,,,.43490708095738184,.86604408889738138,1.7934919598656378,1.5235290046690533,.37689385408558268,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA32,5,9,.80674685873352969,1.3296759035646875,.10107031311785722,,,.086890036818294242,1.2286055904468303,.44012481762708144,1.839033127840074,.17368369298068984,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA33,5,9,.56792616829546838,-.038215716645725671,.86101010212364226,,,.29097775787040869,-.89922581876936791,1.281285371240046,1.7145404821780306,.32867162418935364,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA36,3,11,.92755026025001908,1.6522710469969375,.23647265408121274,,,.032307264140241029,1.4157983929157247,.51195748417515385,1.6563211298600358,.17990795387723185,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA39,3,11,.067392334759850139,.62720587376333059,.51603588314492366,,,.92804001813396686,.11116999061840693,1.7696125036875847,1.6245266168569921,.91930111954819538,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA62,5,9,.76179611804077996,1.2917388758552855,.12214643962308042,,,.22838252269717318,1.169592436232205,1.6679529266827444,1.4644886840270697,.1970603181551383,,,93.332031910273784,BRCA,GDSC1
MG-132,9,Proteasome, CAPN1,Protein stability and degradation,cnaBRCA63,3,11,.26229570182202172,.87769846040627419,.44771972315139358,,,.77380529671198572,.42997873725488062,2.1946934971871004,1.503791999851771,.69424889682106627,,,93.332031910273784,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,PIK3CA_mut,4,7,.2768477861983531,-2.5034879349271986,-2.9946400613175972,,,.7499749130422837,.49115212639039862,2.7486226194826942,.97139856848798645,.66913100786736879,,,88.328423516863424,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,cnaBRCA14,5,6,.99583516307567754,-3.6701630046855471,-2.1042695242507068,,,.12471522754752903,-1.5658934804348403,1.2956280304385592,1.7628709120871231,.13446988599478504,,,43.702712948305141,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,cnaBRCA15,5,6,.23707801084470348,-3.0459791940099428,-2.6244226998137097,,,.72912219280056323,-.42155649419623309,2.397657918848493,1.0450639929345067,.70452019032911695,,,88.328423516863424,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,cnaBRCA16,3,8,1.215133985080969,-4.1759523872365198,-2.306071875902802,,,.13306710169648078,-1.8698805113337178,1.4270583808380266,1.569298969272704,.10624929962730387,,,43.702712948305141,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,cnaBRCA17,3,8,.22485413111728855,-3.1075031132918682,-2.7067403536320462,,,.63665900424857558,-.400762759659822,.7356166379231458,1.9823443486447008,.74739435283499822,,,88.328423516863424,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,cnaBRCA18,5,6,.0091939518973341312,-2.8250319253029019,-2.8085454237362444,,,.98750026082525033,-.016486501566657541,1.0187023297806073,2.2266006377685765,.98821719296449662,,,98.821719296449658,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,cnaBRCA22,3,8,1.3990315094723464,-4.3186105750617125,-2.2525750554683546,,,.098944366478533718,-2.066035519593358,1.3854644608631428,1.50182700827647,.06875197434629278,,,43.702712948305141,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,cnaBRCA26,3,8,.56432588062935474,-3.525143836449331,-2.5501250824479982,,,.50893957947361035,-.97501875400133287,2.0296212250474257,1.6312841435534065,.42609493337984489,,,79.131916199114045,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,cnaBRCA27,3,8,.56432588062935474,-3.525143836449331,-2.5501250824479982,,,.50893957947361035,-.97501875400133287,2.0296212250474257,1.6312841435534065,.42609493337984489,,,79.131916199114045,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,cnaBRCA31,3,8,.031893987013361151,-2.7744497194399309,-2.8316353763265232,,,.94873318139347673,.057185656886592273,.87528635891836692,1.9784959522819319,.96345395100302789,,,98.821719296449658,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,cnaBRCA32,3,8,2.4937181994923305,-.76226837850241358,-3.5862033791780918,,,.05139053033403404,2.8239350006756783,1.3865655631867848,1.0485524883754767,.0050482622723613153,,,6.5627409540697093,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,cnaBRCA33,4,7,.33675805265454128,-2.4377712209526132,-3.0321924693030744,,,.52354278517525221,.59442124835046117,.85821051382705471,2.0749109566502613,.6041017955284631,,,88.328423516863424,BRCA,GDSC1
Paclitaxel,11,Microtubule stabiliser,Mitosis,cnaBRCA62,4,7,.59400410394666614,-3.4623942588526693,-2.4466935905030427,,,.25910538671309108,-1.0157006683496266,.61745584149307031,2.0482001522155442,.36803081216091593,,,79.131916199114045,BRCA,GDSC1
Cyclopamine,17,SMO,Other,PIK3CA_mut,4,9,.93679447850694397,5.2605279659801267,4.5303849926933726,,,.079207392150688852,.73014297328675415,.47580659200600822,.86624406704135892,.14730368864233789,,,55.660708355880892,BRCA,GDSC1
Cyclopamine,17,SMO,Other,TP53_mut,9,4,.33467349599328311,4.6675845215348213,4.951829026086866,,,.49842972101619276,-.28424450455204475,.94601887532799966,.50831540892391947,.58872693118221398,,,90.985071182705795,BRCA,GDSC1
Cyclopamine,17,SMO,Other,cnaBRCA13,3,10,.034583899195076866,4.7779522613921559,4.7481720013984381,,,.96408172672643033,.029780259993717806,.94984456836687425,.84010919772452364,.95904299237489177,,,95.90429923748917,BRCA,GDSC1
Cyclopamine,17,SMO,Other,cnaBRCA14,6,7,1.3602588453329205,4.2473065198370081,5.1902482398769711,,,.049875966175096167,-.94294172003996302,.88234708486282609,.4818751736256604,.032534414442756988,,,27.654252276343438,BRCA,GDSC1
Cyclopamine,17,SMO,Other,cnaBRCA15,6,7,.80766440277349183,4.4119362241193878,5.0491370647777893,,,.21686752528110279,-.63720084065840155,1.0644809370595054,.4436845870483091,.17449583953383535,,,55.660708355880892,BRCA,GDSC1
