drug_name,drug_id,drug_target,target_pathway,feature_name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,log_max_conc_tested,log_max_conc_tested_2,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,tissue_pval,msi_pval,fdr,tissue_type,screening set
CPI-613,415,Metabo, Mitochondria,Other,cnaPRAD7,3,3,.002472020094044259,5.3623844983224318,5.3619397954405068,,,.99775807693638918,.00044470288192499652,.13225928821501085,.21732823404706061,.80942768338341775,,.50607742404042722,96.454471430313603,PRAD,GDSC1
CAY10566,416,Stearoyl-CoA desaturase,Other,cnaPRAD7,3,3,1.0746732443384812,3.3606018492408842,3.6938414521043867,,,.278326903915118,-.33323960286350252,.20598635837069193,.38713630044449648,.09647356305575662,,.25962337667033808,0,PRAD,GDSC1
Ara-G,427,Anti-metabolite,Other,cnaPRAD7,3,3,.73109953676276451,5.6407575076775158,5.3958633095952679,,,.43445913600783398,.24489419808224788,.22822635577762504,.41511260548300405,.66966022257805013,,.036388472692530996,96.546823347693234,PRAD,GDSC1
Pemetrexed,428,TYMS,DNA replication,cnaPRAD7,3,3,1.070688728354948,2.3445204755422786,3.5372413710492494,,,.29859540971767035,-1.1927208955069708,1.4903305042247481,.51068320374892584,.24806116061915764,,.77400403490875946,0,PRAD,GDSC1
Alisertib,431,AURKA,Mitosis,cnaPRAD7,3,3,.42395663584130572,1.1770853969855095,1.5456477237813402,,,.65189133022224677,-.36856232679583067,.24288485529257606,1.2052011910570177,.33062634015265596,,.25917928939573337,0,PRAD,GDSC1
Flavopiridol,432,CDK,Cell cycle,cnaPRAD7,3,3,1.4048473601728435,-1.0160580401018147,-1.5789454293416394,,,.21932461658423733,.56288738923982473,.55708309459477623,.10363172565585926,.077957409852019169,,.39589432921694495,0,PRAD,GDSC1
C-75,435,FAS,Apoptosis regulation,cnaPRAD7,3,3,.1732402256420118,4.9980934490950384,4.8033720732755576,,,.84475690792004332,.19472137581948079,.7962332231265935,1.3757718204407732,.80609635195766849,,.23423431096422731,0,PRAD,GDSC1
CAP-232, TT-232, TLN-232,436,Glycolysis,Metabolism,cnaPRAD7,3,3,.49352880326733911,4.0733578827490051,4.8688619398204169,,,.58115187772564258,-.79550405707141181,1.3360749710270661,1.8469300626063399,.39959184635306372,,.44297393653680545,0,PRAD,GDSC1
Trichostatin A,437,HDAC,Chromatin histone acetylation,cnaPRAD7,3,3,.72807516804833061,-1.9522094149401605,-2.7904359938005796,,,.43427564607175806,.83822657886041907,.817954632021341,1.4077973428908079,.56575049015061751,,.63434949893251946,0,PRAD,GDSC1
Panobinostat,438,HDAC,Chromatin histone acetylation,cnaPRAD7,3,3,.2027996730547347,-3.7772442419601258,-3.6088118773688471,,,.81694959815243473,-.16843236459127864,.70706815800474443,.93788786918280675,.74841957032135831,,.76336259771512727,0,PRAD,GDSC1
LCL161,439,XIAP, cIAP1, cIAP2,Apoptosis regulation,cnaPRAD7,3,3,.22269100835790351,3.5441811159704693,3.3482417912209019,,,.80021121176241572,.19593932474956732,.70354487920064579,1.0263381488217487,.96567508241149103,,.42137349221844228,96.567508241149099,PRAD,GDSC1
IMD-0354,442,IKKb,Other, kinases,cnaPRAD7,3,3,.29143860838956576,.17692997767417271,.2970831413646054,,,.74496289262201099,-.12015316369043269,.51944840435444561,.26479514461398285,.77819831108277548,,.95853269804303531,0,PRAD,GDSC1
MIM1,446,MCL-1,Apoptosis regulation,cnaPRAD7,3,3,.049179874188750528,3.1615309901130253,3.1333469011649364,,,.95511012399210182,.028184088948088881,.65410024751317686,.47853764507490404,.8783253460759608,,.77587893851671386,0,PRAD,GDSC1
ETP-45835,447,MNK1, MNK2,Other, kinases,cnaPRAD7,3,3,.052068688826572312,5.0087401967180512,5.0422068598264493,,,.95222970932047213,-.033466663108398187,.61740815940779137,.66711188061687221,.92389332062146423,,.9068345740442153,92.389332062146423,PRAD,GDSC1
CD532,449,AURKA,Mitosis,cnaPRAD7,3,3,.2836109044968807,.41895953149016146,.31614280736930506,,,.75850538175966387,.10281672412085641,.11779323731006992,.49897593758560288,.48862275134621569,,.35215615155054458,0,PRAD,GDSC1
NSC319726,461,P53 Mut specific,p53 pathway,cnaPRAD7,3,3,1.0799153134491339,-3.7959935496587369,-5.3929952696983685,,,.28188719603616147,1.5970017200396316,1.8896465001654965,.89613655091299527,.40961421816999594,,.44480718110137346,0,PRAD,GDSC1
ARRY-520,474,KIF11,Mitosis,cnaPRAD7,3,3,.59860674629885369,-4.0462872814434929,-3.415023798530747,,,.50464587071597922,-.63126348291274592,1.1146017169010949,.99087522717490328,.030561366478472195,,.020087188486693372,0,PRAD,GDSC1
SB505124,476,TGFBR1, ACVR1B, ACVR1C,RTK signaling,cnaPRAD7,3,3,1.6423820444428052,2.9570389671885824,1.6057417542795698,,,.12652338474519756,1.3512972129090126,.97792286420516827,.63052111216731921,.20163978758651538,,.58052509068865565,0,PRAD,GDSC1
A-83-01,477,TGFB,Other,cnaPRAD7,3,3,.614690544185859,4.1827321796897161,4.89145300972074,,,.49551610953656494,-.70872083003102393,1.0111716753051312,1.2791479732988531,.7186103611918464,,.36134179803898986,0,PRAD,GDSC1
LDN-193189,478,BMP,Other,cnaPRAD7,3,3,1.3946943617187362,.30023794230805928,1.0212731695506343,,,.16522979434193458,-.72103522724257507,.46680753231929101,.56270459982567167,.16160548376274411,,.80730943768443375,0,PRAD,GDSC1
FTY-720,546,S1P,Other,cnaPRAD7,3,3,2.1245160217370209,2.1637445539212261,2.782279775035938,,,.063091484465877368,-.61853522111471193,.3228354937227208,.25554692543855873,.044527570659481278,,.69285163003440153,0,PRAD,GDSC1
BAM7,552,Bax activator,Other,cnaPRAD7,3,3,.28332512154805262,4.6049934719829624,4.3185327183878695,,,.74641719357731207,.28646075359509293,1.080958154650999,.93597193646587884,.74310305262619147,,.92104908230516758,95.705909134238851,PRAD,GDSC1
AGI-6780,562,IDH2(R140Q),Metabolism,cnaPRAD7,3,3,.57851742956688479,1.4946185460676651,1.7745876552039406,,,.51793955218082588,-.27996910913627548,.50228232554062502,.464879494634174,.63196037931712856,,.75326008666497613,0,PRAD,GDSC1
Kobe2602,563,RAS effector,RTK signaling,cnaPRAD7,3,3,.27459447126864006,4.6948994977357152,4.4782308581684207,,,.7535642933068154,.21666863956729454,.80394719934279335,.77386512686574993,.73013989915155619,,.86553917443174044,0,PRAD,GDSC1
LGK974,573,PORCN,WNT signaling,cnaPRAD7,3,3,.88203770324173847,2.7858009725297479,3.2546676061666555,,,.35152226914442242,-.46886663363690761,.39808053692500972,.63770657812324294,.47586224040815306,,.63116911385078356,0,PRAD,GDSC1
Wnt-C59,574,PORCN,WNT signaling,cnaPRAD7,3,3,2.0238859026205516,2.3728341809609574,3.2039064718813086,,,.12230798341077111,-.83107229092035118,.11317521958555719,.56958636587820022,.14772805936434516,,.31180575171935659,0,PRAD,GDSC1
RU-SKI 43,576,Shh,Other,cnaPRAD7,3,3,.73184581174705143,5.164958601342537,4.7121149942050886,,,.42239042690936318,.45284360713744842,.55803796859438237,.67405054334330494,.51123847915810816,,.83507784775745308,0,PRAD,GDSC1
Vinblastine,1004,Microtubule destabiliser,Mitosis,cnaPRAD7,3,3,.42344982217288707,-4.0478669611007589,-4.5435547408279229,,,.65338511187675119,.49568777972716394,1.6338054321424844,.2669456455546127,.85430519429151874,,.42614424554682562,0,PRAD,GDSC1
Cisplatin,1005,DNA crosslinker,DNA replication,cnaPRAD7,3,3,1.5519065386383837,2.4853815074572254,4.14698003237433,,,.15872113935398932,-1.6615985249171046,.64285925030303293,1.3709311538703193,.099626739643606618,,.63558814259286356,0,PRAD,GDSC1
Cytarabine,1006,Antimetabolite,Other,cnaPRAD7,3,3,.52822241343199516,.80129406968764849,.16200893818266193,,,.56201524029126493,.63928513150498656,1.4959695195906295,.83157776179014187,.76800408400583464,,.4238387673330829,0,PRAD,GDSC1
Docetaxel,1007,Microtubule stabiliser,Mitosis,cnaPRAD7,3,3,.096346450335458439,-5.7246059958628583,-5.8265411639972422,,,.91220256365471575,.10193516813438386,.89275884080109746,1.2007235515556989,.96556744602699207,,.87210617242244015,96.556744602699212,PRAD,GDSC1
Methotrexate,1008,Antimetabolite,DNA replication,cnaPRAD7,3,3,2.0614700314856313,-.36617731253091684,.79278158950702615,,,.09876091052394563,-1.1589589020379429,.74035721927894327,.28984368049239856,.13760183042035187,,.20525029790578891,0,PRAD,GDSC1
Tretinoin,1009,Retinoic acid,Other,cnaPRAD7,3,3,.61651648931697345,3.8489029397390624,4.4117483648556748,,,.49738076628648348,-.5628454251166124,1.0659081333283082,.72854353816152095,.3118057054611455,,.40459292219344795,0,PRAD,GDSC1
Gefitinib,1010,EGFR,EGFR signaling,cnaPRAD7,3,3,.47580568069974727,.8105199927089185,1.4642779399427377,,,.59838969531742037,-.65375794723381919,1.6785101600699956,.97896196196748242,.6575870800681467,,.90632530543585454,0,PRAD,GDSC1
Navitoclax,1011,BCL2, BCL-XL, BCL-W,Apoptosis regulation,cnaPRAD7,3,3,1.2108769637926764,1.7209476678544993,3.2755565968507891,,,.27454344620932392,-1.5546089289962899,1.8088595537398973,.15707588016861046,.34648178236989824,,.48670217447803449,0,PRAD,GDSC1
Vorinostat,1012,HDAC inhibitor Class I, IIa, IIb, IV,Chromatin histone acetylation,cnaPRAD7,3,3,.39547424598692515,2.1188339886628724,1.4190755274290556,,,.67597496194430351,.6997584612338168,2.5021702179036978,.028464237172467158,.8945971981781986,,.38561123395265151,0,PRAD,GDSC1
Nilotinib,1013,ABL,ABL signaling,cnaPRAD7,3,3,.45088906556476005,2.9569264920196603,2.7234534189772823,,,.61416953934874541,.23347307304237797,.40781728558982661,.60821970763428412,.73298460169635837,,.72279365051873401,0,PRAD,GDSC1
Refametinib,1014,MEK1, MEK2,ERK MAPK signaling,cnaPRAD7,3,3,2.5787505895044718,1.3190370568745735,3.8404998827114656,,,.047789706879965248,-2.5214628258368919,1.206368878409515,.67586973523460858,.081337711344982216,,.43849483557132868,0,PRAD,GDSC1
CI-1040,1015,MEK1, MEK2,ERK MAPK signaling,cnaPRAD7,3,3,1.6049083329559641,2.8834515147371724,4.1161246297135783,,,.12309079897955161,-1.2326731149764059,.8346444819766673,.69513648911357429,.1778767264585622,,.81834853780657024,0,PRAD,GDSC1
Temsirolimus,1016,MTOR,PI3K/MTOR signaling,cnaPRAD7,3,3,.17048988979789328,-1.6487448399164577,-2.0067250625286355,,,.85159885328940033,.35798022261217777,.79813886320675564,2.8601717899593431,.82926301458951301,,.91265425125756972,96.290713045225957,PRAD,GDSC1
Olaparib,1017,PARP1, PARP2,Genome integrity,cnaPRAD7,3,3,.28513999556865116,3.5359254797341024,3.7880918454981809,,,.75274480926814191,-.25216636576407847,1.156967919924792,.47498415376792896,.40413592585701069,,.2387564290275081,0,PRAD,GDSC1
Bosutinib,1019,SRC, ABL, TEC,Other, kinases,cnaPRAD7,3,3,1.4178594555834163,2.2790101152235782,3.2593276370628192,,,.22368938067647176,-.98031752183924104,.97599735533818199,.059292507377428479,.074454086648370749,,.38718458278425999,0,PRAD,GDSC1
Lenalidomide,1020,CRBN,Protein stability and degradation,cnaPRAD7,3,3,1.2735545375724497,4.0326149543662293,4.3113179835509419,,,.19405115918564039,-.27870302918471257,.22495856577864665,.21254271019323726,.23810563946480362,,.97409156674842212,47.621127892960722,PRAD,GDSC1
Axitinib,1021,PDGFR, KIT, VEGFR,RTK signaling,cnaPRAD7,3,3,2.4563825803002004,.90519752382639718,2.4596088187421494,,,.040311492496642155,-1.5544112949157523,.66888891561385222,.5945351750297736,.081610822734197189,,.58231850162701415,0,PRAD,GDSC1
AZD7762,1022,CHEK1, CHEK2,Cell cycle,cnaPRAD7,3,3,.48222662491613033,.031493293712357762,.68146007111334195,,,.61078203664572761,-.64996677740098419,1.8697762122878654,.3705530506600862,.39040386713814901,,.41196290220636961,0,PRAD,GDSC1
Lestaurtinib,1024,FLT3, JAK2, NTRK1, NTRK2, NTRK3,Other, kinases,cnaPRAD7,3,3,.30647138731065476,-.02033057345341514,-.2713104966950099,,,.73306780621159873,.25097992324159474,.51055677100190699,1.03953762591474,.72641434953459127,,.92417684989191096,0,PRAD,GDSC1
Tanespimycin,1026,HSP90,Protein stability and degradation,cnaPRAD7,3,3,.17739421340082304,-.12902329164421897,-.40998996195191806,,,.83908975258913387,.28096667030769906,1.4058312676010847,1.7437976616804312,.8606643782263681,,.30575837204836154,0,PRAD,GDSC1
VX-702,1028,p38,JNK and p38 signaling,cnaPRAD7,3,3,1.1962158643944161,.98706074006895228,3.1313921105722797,,,.2796698789036387,-2.1443313705033273,2.5305259369758009,.15243655786686153,.36807301667599879,,.34664576362139388,0,PRAD,GDSC1
Motesanib,1029,VEGFR, RET, KIT, PDGFR,RTK signaling,cnaPRAD7,3,3,.75114869236292414,1.6034054909831148,2.7463984758430242,,,.43047647487929119,-1.1429929848599094,1.9639726418726424,.87960804058133579,.5093565236933757,,.79922197052168131,0,PRAD,GDSC1
KU-55933,1030,ATM,Genome integrity,cnaPRAD7,3,3,.5878057621958831,3.1624044692174498,4.0201896516401519,,,.52161122345668753,-.85778518242270207,1.8034337132860905,1.0033654080369871,.47259705878245972,,.75607102138425941,0,PRAD,GDSC1
Elesclomol,1031,HSP90,Protein stability and degradation,cnaPRAD7,3,3,.60096022701513063,-3.5334354937328598,-4.4150993146685069,,,.52325127232572977,.8816638209356471,1.9402370164411178,.73498096363082066,.68924760371715277,,.49755603063070464,0,PRAD,GDSC1
Afatinib,1032,ERBB2, EGFR,EGFR signaling,cnaPRAD7,3,3,.39602730757501697,.91245934536434492,1.4027127276087692,,,.67541988963029365,-.49025338224442427,1.7490270836489135,.07639924900769722,.82851345835478618,,.5615030107998652,0,PRAD,GDSC1
Vismodegib,1033,SMO,Other,cnaPRAD7,3,3,1.4179977552510654,3.6012734559590229,5.046294068285019,,,.20324661993061802,-1.4450206123259961,1.3735371820922944,.4362913707705075,.28145550283385473,,.20835924506777909,0,PRAD,GDSC1
PLX-4720,1036,BRAF,ERK MAPK signaling,cnaPRAD7,3,3,.24165301693788555,4.108468710921044,4.358106778864145,,,.78301093747055717,-.24963806794310095,.88202355199990767,1.164642443259073,.59755521013936752,,.48742215158643759,0,PRAD,GDSC1
BX795,1037,TBK1, PDK1 (PDPK1), IKK, AURKB, AURKC,Other, kinases,cnaPRAD7,3,3,.33265889040045749,2.6178841772686288,2.1831107752048138,,,.71353347796608113,.43477340206381498,1.6954713616376393,.73599587344920248,.84751296168101076,,.10116808919077359,0,PRAD,GDSC1
NU7441,1038,DNAPK,Genome integrity,cnaPRAD7,3,3,1.081515513518289,2.9170125610688462,2.1022239033793464,,,.25614353942342788,.81478865768949982,.7751100007952878,.73099766309937342,.42767321505411604,,.21829551838711045,0,PRAD,GDSC1
SL0101,1039,RSK, AURKB, PIM1, PIM3,Other, kinases,cnaPRAD7,3,3,.066919492090705635,4.4555590510286054,4.5072260484535276,,,.9386283181108982,-.051666997424922201,.79356140606390979,.74997728749274228,.83670315499577252,,.70615420163746223,0,PRAD,GDSC1
Doramapimod,1042,p38, JNK2,JNK and p38 signaling,cnaPRAD7,3,3,.78542841841459343,3.2349298396289492,4.0966807267952445,,,.41840725229420522,-.86175088716629533,1.4544545940759954,.54049903080000372,.54070781208403185,,.59155289781869547,0,PRAD,GDSC1
JNK Inhibitor VIII,1043,JNK,JNK and p38 signaling,cnaPRAD7,3,3,.28162122268393186,4.0603872678869646,4.3522265102320752,,,.7481318399254373,-.29183924234511061,1.1308827289944325,.9321311764737672,.77784845223714727,,.98210023304601668,0,PRAD,GDSC1
Nutlin-3a (-),1047,MDM2,p53 pathway,cnaPRAD7,3,3,.33271042615316576,3.6339478664184739,3.1228270533983107,,,.70859420507848547,.51112081302016321,1.132383990881594,1.8541120727791092,.30870599114049091,,.17055924219806493,0,PRAD,GDSC1
Mirin,1048,MRE11,Genome integrity,cnaPRAD7,3,3,1.8557383229338233,4.1806185139769187,6.0650185392495635,,,.12909106987809091,-1.8844000252726447,.44017280028320033,1.3669325574397801,.04501562359785783,,.49340399577754085,0,PRAD,GDSC1
PD173074,1049,FGFR1, FGFR2, FGFR3,RTK signaling,cnaPRAD7,3,3,1.1768996122697462,1.4340841397740147,3.0240225987081697,,,.27169235693844551,-1.589938458934155,1.8472485602846778,.48767999663413814,.29214651279822079,,.8688643053434949,0,PRAD,GDSC1
ZM447439,1050,AURKA, AURKB,Mitosis,cnaPRAD7,3,3,.55738201308154722,3.0727852522344841,2.6404895958969585,,,.53268876277411736,.43229565633752554,.73446007246582035,.81463144540573218,.85871700924055694,,.12822519744618199,0,PRAD,GDSC1
RO-3306,1052,CDK1,Cell cycle,cnaPRAD7,3,3,.11223345791700513,3.2431951526503191,3.1235181960324585,,,.89786708775543966,.1196769566178606,1.2146181903985867,.89374829584513027,.58226238170809219,,.10007125952490376,0,PRAD,GDSC1
MK-2206,1053,AKT1, AKT2,PI3K/MTOR signaling,cnaPRAD7,3,3,.37993130967531491,1.2678318659907075,.81168405012139067,,,.66621265492514326,.45614781586931685,1.2679784647106165,1.1292210686545936,.27776207945211889,,.16741320540941207,0,PRAD,GDSC1
Palbociclib,1054,CDK4, CDK6,Cell cycle,cnaPRAD7,3,3,.23749024393558554,1.5180413344376937,1.1305331715288309,,,.78748858711791037,.38750816290886281,1.910501354718297,1.2941198025164706,.65195069867911326,,.59509560021513519,0,PRAD,GDSC1
Dactolisib,1057,PI3K (class 1), MTORC1, MTORC2,PI3K/MTOR signaling,cnaPRAD7,3,3,.87885005423091667,-1.0821802394981705,-3.0046394205336888,,,.34263928147926725,1.9224591810355183,2.2642100096881301,2.1079405865990926,.4659855988295199,,.68282759576609986,0,PRAD,GDSC1
Pictilisib,1058,PI3K (class 1),PI3K/MTOR signaling,cnaPRAD7,3,3,.32030007644542624,1.6095170830521,1.1289402622538534,,,.71579136335944105,.4805768207982466,1.6590998908516705,1.3227854623312882,.69760040487643793,,.87217847850827068,0,PRAD,GDSC1
AZD8055,1059,MTORC1, MTORC2,PI3K/MTOR signaling,cnaPRAD7,3,3,.43265148313490281,.3977251861783706,-.011127497162269387,,,.62917374645549917,.40885268334064001,.71106900663733918,1.1315497934519432,.51734825020996489,,.61353593451062571,0,PRAD,GDSC1
PD0325901,1060,MEK1, MEK2,ERK MAPK signaling,cnaPRAD7,3,3,.36989606543548675,.4592039395531235,.90350544898188179,,,.6795443709894029,-.44430150942875829,1.4721812849347586,.84747622715429272,.18608962803802301,,.086652941967600636,0,PRAD,GDSC1
SB590885,1061,BRAF,ERK MAPK signaling,cnaPRAD7,3,3,.72339668840598315,3.3017379030990153,3.724768438239499,,,.43401940820336515,-.42303053514048372,.44336660464588323,.69811877324265315,.4227730664727285,,.84150307457901963,0,PRAD,GDSC1
Selumetinib,1062,MEK1, MEK2,ERK MAPK signaling,cnaPRAD7,3,3,.30073716096864256,3.0094524153156974,3.3218997713909317,,,.74073506448184268,-.31244735607523433,.52763899061675612,1.371270467894562,.58364767618199664,,.55117435303716156,0,PRAD,GDSC1
CCT007093,1067,PPM1D,Cell cycle,cnaPRAD7,3,3,1.6337168622431772,3.9934039833347321,4.5950772722446089,,,.17290348822779056,-.60167328890987681,.509642319813287,.10738843028505153,.22259250989530241,,.3630688494754491,0,PRAD,GDSC1
EHT-1864,1069,RAC1, RAC2, RAC3,Cytoskeleton,cnaPRAD7,3,3,.21159975222592819,4.2268224322860677,4.0654630489879482,,,.80962772068058697,.1613593832981195,.62382761520546293,.87969407190024662,.33113574683393954,,.12363458177313084,0,PRAD,GDSC1
Avagacestat,1072,Amyloid beta20, Amyloid beta40,Other,cnaPRAD7,3,3,.73344718171821988,3.1810390399617199,3.8481184969498159,,,.42228173464451407,-.66707945698809601,1.0080780073043436,.79887739300896521,.52036965370499877,,.79720668453761245,0,PRAD,GDSC1
BMS-536924,1091,IGF1R, IR,IGF1R signaling,cnaPRAD7,3,3,.69201323199696685,1.763933957068258,2.5188062120249346,,,.46083858876950207,-.75487225495667665,.67719344164476325,1.3860920039974767,.42562169605911054,,.79638416189129213,85.124339211822104,PRAD,GDSC1
Cetuximab,1114,EGFR,EGFR signaling,cnaPRAD7,3,3,.1375701551315042,5.861010050135655,5.9947349890761581,,,.87445236419061301,-.13372493894050308,.9224768272191527,1.0192130415021896,.9360917279972818,,.85918512809403325,93.609172799728185,PRAD,GDSC1
PF-4708671,1129,S6K1,PI3K/MTOR signaling,cnaPRAD7,3,3,.92728092196029566,3.6698774269144376,4.1816274344901521,,,.35904434542666741,-.51175000757571443,.21851828170162779,.74926503736095895,.50962349407115415,,.10191205315836256,0,PRAD,GDSC1
Serdemetan,1133,MDM2,p53 pathway,cnaPRAD7,3,3,.92653065213997288,2.7205645747504108,1.7726607970404291,,,.37382454789812641,.94790377770998169,.059678298790335101,1.4456052009595874,.28792008699377331,,.71892693071109703,0,PRAD,GDSC1
